"模组显示名","实际JAR文件","JAR版本","JAR原始来源命名空间","运行时配方ID","配方序列化类型","机器/工序","产物中文名","产物ID","数量","是否可食用","饥饿值","饱和度","效果","内容类型","分类证据","分类置信度","原料种类数","原料槽位数","稀有原料","中间产物","容器/载体","流体","烹饪时间","设备温度","UNITE状态","提供者包列表","是否为最终有效配方","建议厨师档次","建议依据","T3证据","是否需要料理完成事件适配","建议CookingDevice","设备覆盖说明","人工复审备注"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven","minecraft:crafting_shaped","工作台（有序）","Oven","bakeries:oven","1","否","","","","NON_FOOD","not_edible","MEDIUM","4","4","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/bagel","bakeries:oven","烘焙坊烤箱","Bagel","bakeries:bagel","1","是","6","6","","DISH","cooking_device=bakeries:oven;food_component","HIGH","1","1","否","否","","","200","min=200;perfect=225;max=250","无","(base)","是","T2","正餐/甜点名称","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/baguette","bakeries:oven","烘焙坊烤箱","Baguette","bakeries:baguette","1","是","8","4","","DISH","cooking_device=bakeries:oven;food_component","HIGH","1","1","否","否","","","300","min=230;perfect=240;max=250","无","(base)","是","T2","正餐/甜点名称","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/brown_sugar_roll","bakeries:oven","烘焙坊烤箱","Brown Sugar Roll","bakeries:brown_sugar_roll","1","是","7","7","effect.bakeries.enjoy 600tick 1级 概率1","DISH","dish_token;edible=true;type=bakeries:oven","HIGH","1","1","否","否","","","300","min=155;perfect=170;max=185","无","(base)","是","T2","正餐/甜点名称","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/cheese_cocoa_toast","bakeries:oven","烘焙坊烤箱","Mould Cheese Cocoa Toast","bakeries:mould_cheese_cocoa_toast","1","否","","","","INGREDIENT","manual_override;无FOOD; javap class=MouldToastBlock implements IMouldBlock; demould take→cheese_cocoa_toast; recipe id=bakeries:oven/cheese_cocoa_toast; bread_knife ingredient=cheese_cocoa_toast 非mould; 模具中间态","HIGH","1","1","否","是","","","400","min=135;perfect=0;max=185","无","(base)","是","不进入厨师","无FOOD; javap class=MouldToastBlock implements IMouldBlock; demould take→cheese_cocoa_toast; recipe id=bakeries:oven/cheese_cocoa_toast; bread_knife ingredient=cheese_cocoa_toast 非mould; 模具中间态","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物","人工覆盖优先；Bakeries;6A.3原REVIEW→INGREDIENT 不进入普通厨师档"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/ciabatta","bakeries:oven","烘焙坊烤箱","Ciabatta","bakeries:ciabatta","1","是","4","3.2","","DISH","cooking_device=bakeries:oven;food_component","HIGH","1","1","否","否","","","200","min=210;perfect=220;max=230","无","(base)","是","T2","设备或复杂度：type=bakeries:oven;kinds=1","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/coffee_bean","bakeries:oven","烘焙坊烤箱","Coffee Bean","bakeries:coffee_bean","1","否","","","","DRINK","drink_token=coffee_bean","HIGH","1","1","否","否","","","300","min=200;perfect=0;max=250","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/country_bread","bakeries:oven","烘焙坊烤箱","Country Bread","bakeries:country_bread","1","否","","","","SERVING_DISH","manual_override;无Item FOOD; javap class=CountryBreadBlock extends AKnifeCutBlock; getSliceItem=COUNTRY_BREAD_SLICE getMaxSlice=4; useItemOn knife cut; recipe id=bakeries:oven/country_bread (dough→country_bread); bread_knife recipe→country_bread_slice×6; 整盘切片非整盘手持料理","HIGH","1","1","否","否","","","300","min=225;perfect=0;max=275","无","(base)","是","不进入厨师","无Item FOOD; javap class=CountryBreadBlock extends AKnifeCutBlock; getSliceItem=COUNTRY_BREAD_SLICE getMaxSlice=4; useItemOn knife cut; recipe id=bakeries:oven/country_bread (dough→country_bread); bread_knife recipe→country_bread_slice×6; 整盘切片非整盘手持料理","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物","人工覆盖优先；整盘料理（防双算待设计）；Bakeries;6A.3原REVIEW→SERVING_DISH; FG仅未来展示意图"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/croissant","bakeries:oven","烘焙坊烤箱","Croissant","bakeries:croissant","1","是","6","12","effect.bakeries.enjoy 1200tick 1级 概率1","DISH","dish_token;edible=true;type=bakeries:oven","HIGH","1","1","否","否","","","200","min=175;perfect=180;max=185","无","(base)","是","T2","正餐/甜点名称","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/egg_tart","bakeries:oven","烘焙坊烤箱","Egg Tart","bakeries:egg_tart","1","是","8","8","effect.minecraft.instant_health 1tick 1级 概率1","DISH","dish_token;edible=true;type=bakeries:oven","HIGH","1","1","否","否","","","300","min=180;perfect=200;max=220","无","(base)","是","T2","正餐/甜点名称","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/focaccia","bakeries:oven","烘焙坊烤箱","Focaccia","bakeries:focaccia","1","是","8","16","effect.bakeries.enjoy 600tick 2级 概率1","DISH","cooking_device=bakeries:oven;food_component","HIGH","1","1","否","否","","","300","min=230;perfect=240;max=250","无","(base)","是","T2","设备或复杂度：type=bakeries:oven;kinds=1","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/pineapple_bun","bakeries:oven","烘焙坊烤箱","Pineapple Bun","bakeries:pineapple_bun","1","是","6","18","effect.bakeries.enjoy 1200tick 1级 概率1","DISH","dish_token;edible=true;type=bakeries:oven","HIGH","1","1","否","否","","","200","min=170;perfect=180;max=190","无","(base)","是","T2","设备或复杂度：type=bakeries:oven;kinds=1","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/rice_bread","bakeries:oven","烘焙坊烤箱","Rice Bread","bakeries:rice_bread","1","是","12","9.6","effect.bakeries.enjoy 600tick 1级 概率1","DISH","dish_token;edible=true;type=bakeries:oven","HIGH","1","1","否","否","","","200","min=155;perfect=180;max=205","无","(base)","是","T2","正餐/甜点名称","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/round_bread","bakeries:oven","烘焙坊烤箱","Round Bread","bakeries:round_bread","1","是","3","3.6000001","","DISH","dish_token;edible=true;type=bakeries:oven","HIGH","1","1","否","否","","","200","min=155;perfect=180;max=205","无","(base)","是","T2","正餐/甜点名称","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/salt_croissant","bakeries:oven","烘焙坊烤箱","Salt Croissant","bakeries:salt_croissant","1","是","6","12","effect.bakeries.enjoy 600tick 1级 概率1；effect.minecraft.strength 600tick 1级 概率1","DISH","dish_token;edible=true;type=bakeries:oven","HIGH","1","1","否","否","","","200","min=180;perfect=180;max=190","无","(base)","是","T2","正餐/甜点名称","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/toast","bakeries:oven","烘焙坊烤箱","Mould Toast","bakeries:mould_toast","1","否","","","","INGREDIENT","manual_override;无FOOD; javap class=MouldToastBlock implements IMouldBlock; demouldItem take()给出脱模内容; recipe id=bakeries:oven/toast dough→mould_toast; bread_knife 切片输入是 bakeries:toast 非本物品; 模具中间态不进入普通厨师档","HIGH","1","1","否","是","","","400","min=135;perfect=0;max=185","无","(base)","是","不进入厨师","无FOOD; javap class=MouldToastBlock implements IMouldBlock; demouldItem take()给出脱模内容; recipe id=bakeries:oven/toast dough→mould_toast; bread_knife 切片输入是 bakeries:toast 非本物品; 模具中间态不进入普通厨师档","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物","人工覆盖优先；Bakeries;6A.3原REVIEW→INGREDIENT 保守不进厨师"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:oven/whole_wheat_bagel","bakeries:oven","烘焙坊烤箱","Whole Wheat Bagel","bakeries:whole_wheat_bagel","1","是","8","5.6","effect.minecraft.saturation 20tick 1级 概率1","DISH","dish_token;edible=true;type=bakeries:oven","HIGH","1","1","否","否","","","200","min=200;perfect=225;max=250","无","(base)","是","T2","正餐/甜点名称","","需适配","BAKERIES_OVEN（建议）","OvenBlockEntity 取物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:pastry","minecraft:crafting_shaped","工作台（有序）","Pastry","bakeries:pastry","4","否","","","","NON_FOOD","not_edible","MEDIUM","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:patchouli/baking_guide","minecraft:crafting_shapeless","工作台（无序）","patchouli:guide_book","patchouli:guide_book","1","","","","","NON_FOOD","not_edible","MEDIUM","4","4","否","否","","","","","仅JAR原始（运行时未加载）","(base)","否","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent","运行时未加载（依赖/条件）"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:pineapple_bun_dough","minecraft:crafting_shaped","工作台（有序）","Pineapple Bun Dough","bakeries:pineapple_bun_dough","4","否","","","","INGREDIENT","ingredient_token=pineapple_bun_dough","HIGH","3","3","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:pineapple_oil","minecraft:crafting_shapeless","工作台（无序）","Pineapple Oil","bakeries:pineapple_oil","1","是","8","24","effect.bakeries.enjoy 1800tick 2级 概率1","INGREDIENT","manual_override;油脂原料","HIGH","2","2","否","是","","","","","无","(base)","是","不进入厨师","油脂原料","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先；保持INGREDIENT"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:raw_egg_tart","minecraft:crafting_shapeless","工作台（无序）","Raw Egg Tart","bakeries:raw_egg_tart","6","否","","","","INGREDIENT","manual_override;未烘焙蛋挞；无FOOD","HIGH","4","9","否","是","","","","","无","(base)","是","不进入厨师","未烘焙蛋挞；无FOOD","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先；禁止dishStrong误判"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:salt_croissant_dough","minecraft:crafting_shaped","工作台（有序）","Salt Croissant Dough","bakeries:salt_croissant_dough","4","否","","","","INGREDIENT","ingredient_token=salt_croissant_dough","HIGH","2","2","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:salt_ore","minecraft:smelting","熔炉","Salt","bakeries:salt","1","否","","","","NON_FOOD","not_edible","MEDIUM","1","1","否","否","","","200","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","FURNACE","ItemSmeltedEvent（菜单启发）",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:salt_ore_2","minecraft:smelting","熔炉","Salt","bakeries:salt","1","否","","","","NON_FOOD","not_edible","MEDIUM","1","1","否","否","","","200","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","FURNACE","ItemSmeltedEvent（菜单启发）",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:salt_yolk","minecraft:crafting_shapeless","工作台（无序）","Salt Yolk","bakeries:salt_yolk","4","否","","","","NON_FOOD","not_edible","MEDIUM","2","5","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:sofa_light_gray","minecraft:crafting_shaped","工作台（有序）","Sofa Light Gray","bakeries:sofa_light_gray","2","否","","","","NON_FOOD","not_edible","MEDIUM","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:sofa_red","minecraft:crafting_shaped","工作台（有序）","Sofa Red","bakeries:sofa_red","2","否","","","","NON_FOOD","not_edible","MEDIUM","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:sofa_white","minecraft:crafting_shaped","工作台（有序）","Sofa White","bakeries:sofa_white","2","否","","","","NON_FOOD","not_edible","MEDIUM","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:taro_salt_yolk_bread","minecraft:crafting_shapeless","工作台（无序）","Taro Salt Yolk Bread","bakeries:taro_salt_yolk_bread","2","是","10","20","effect.bakeries.enjoy 1800tick 1级 概率1","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","3","5","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:toast_dough","minecraft:crafting_shaped","工作台（有序）","Mould Toast Dough","bakeries:mould_toast_dough","1","否","","","","INGREDIENT","ingredient_token=mould_toast_dough","HIGH","2","2","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:toaster","minecraft:crafting_shaped","工作台（有序）","Toaster","bakeries:toaster","1","否","","","","NON_FOOD","not_edible","MEDIUM","4","4","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:tomato_cheese_croissant_sandwich","minecraft:crafting_shapeless","工作台（无序）","Tomato Cheese Croissant Sandwich","bakeries:tomato_cheese_croissant_sandwich","1","是","10","18","effect.bakeries.enjoy 6000tick 3级 概率1","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","3","3","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:whole_wheat_flour","minecraft:crafting_shaped","工作台（有序）","Whole Wheat Flour","bakeries:whole_wheat_flour","2","否","","","","INGREDIENT","ingredient_token=whole_wheat_flour","HIGH","1","1","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:whole_wheat_flour_bag","minecraft:crafting_shapeless","工作台（无序）","Whole Wheat Flour Bag","bakeries:whole_wheat_flour_bag","1","否","","","","INGREDIENT","ingredient_token=whole_wheat_flour_bag","HIGH","1","9","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:whole_wheat_flour_of_whole_wheat_flour_bag","minecraft:crafting_shapeless","工作台（无序）","Whole Wheat Flour","bakeries:whole_wheat_flour","9","否","","","","INGREDIENT","ingredient_token=whole_wheat_flour","HIGH","1","1","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:wood_counter","minecraft:crafting_shaped","工作台（有序）","Wood Counter","bakeries:wood_counter","2","否","","","","NON_FOOD","not_edible","MEDIUM","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:wood_tray","minecraft:crafting_shaped","工作台（有序）","Wood Tray","bakeries:wood_tray","4","否","","","","NON_FOOD","not_edible","MEDIUM","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:cooking/apple_jelly","farmersdelight:cooking","FD 烹饪锅","Apple Jelly","brewinandchewin:apple_jelly","1","是","10","12","","DISH","cooking_device=farmersdelight:cooking;food_component","HIGH","3","4","否","否","minecraft:glass_bottle","","","","无","(base)","是","T2","设备或复杂度：type=farmersdelight:cooking;kinds=3","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:cooking/cheesy_pasta","farmersdelight:cooking","FD 烹饪锅","Pasta with Cheese","brewinandchewin:cheesy_pasta","1","是","14","21","effect.farmersdelight.nourishment 6000tick 1级 概率1","DISH","dish_token;edible=true;type=farmersdelight:cooking","HIGH","5","4","否","否","minecraft:bowl","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:cooking/creamy_onion_soup","farmersdelight:cooking","FD 烹饪锅","Creamy Onion Soup","brewinandchewin:creamy_onion_soup","1","是","12","19.2","effect.farmersdelight.nourishment 3600tick 1级 概率1","DISH","explicit_dish_allowlist","HIGH","5","4","否","否","minecraft:bowl","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:cooking/fiery_fondue_pot","farmersdelight:cooking","FD 烹饪锅","Pot of Fiery Fondue","brewinandchewin:fiery_fondue_pot","1","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","7","6","否","否","minecraft:cauldron","","400","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:cooking/glow_berry_marmalade","farmersdelight:cooking","FD 烹饪锅","Glow Berry Marmalade","brewinandchewin:glow_berry_marmalade","1","是","6","4.8","","DISH","cooking_device=farmersdelight:cooking;food_component","HIGH","3","4","否","否","minecraft:glass_bottle","","","","无","(base)","是","T2","设备或复杂度：type=farmersdelight:cooking;kinds=3","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:cooking/horror_lasagna","farmersdelight:cooking","FD 烹饪锅","Horror Lasagna","brewinandchewin:horror_lasagna","1","是","16","17.6","effect.farmersdelight.nourishment 6000tick 1级 概率1","DISH","dish_token;edible=true;type=farmersdelight:cooking","HIGH","6","5","否","否","minecraft:bowl","","","","无","(base)","是","T2","设备或复杂度：type=farmersdelight:cooking;kinds=6","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:cooking/scarlet_pierogi","farmersdelight:cooking","FD 烹饪锅","Scarlet Pierogi","brewinandchewin:scarlet_pierogi","1","是","12","24","effect.farmersdelight.nourishment 8400tick 1级 概率1","DISH","cooking_device=farmersdelight:cooking;food_component","HIGH","6","5","否","否","minecraft:bowl","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:cooking/sweet_berry_jam","farmersdelight:cooking","FD 烹饪锅","Sweet Berry Jam","brewinandchewin:sweet_berry_jam","1","是","6","4.8","","DISH","cooking_device=farmersdelight:cooking;food_component","HIGH","3","4","否","否","minecraft:glass_bottle","","","","无","(base)","是","T2","设备或复杂度：type=farmersdelight:cooking;kinds=3","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:cooking/vegetable_omelet","farmersdelight:cooking","FD 烹饪锅","Vegetable Omelet","brewinandchewin:vegetable_omelet","1","是","12","19.2","effect.farmersdelight.nourishment 3600tick 1级 概率1","DISH","cooking_device=farmersdelight:cooking;food_component","HIGH","5","5","否","否","minecraft:bowl","","","","无","(base)","是","T2","设备或复杂度：type=farmersdelight:cooking;kinds=5","","已覆盖","FARMERS_DELIGHT_COOKING_POT","CookingPotResultSlot#onTake",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:cutting/flaxen_cheese_wheel","farmersdelight:cutting","FD 切菜板（非出锅）","Flaxen Cheese Wedge","brewinandchewin:flaxen_cheese_wedge","4","是","4","8","","INGREDIENT","manual_override;奶酪楔切割产物","HIGH","2","1","否","是","","","","","无","(base)","是","不进入厨师","奶酪楔切割产物","","未覆盖（非出锅）","—","切菜板不属于料理出锅事件","人工覆盖优先；切菜板非出锅事件；保持INGREDIENT"
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:cutting/pizza","farmersdelight:cutting","FD 切菜板（非出锅）","Pizza Slice","brewinandchewin:pizza_slice","4","是","5","10","","DISH","dish_token;edible=true;type=farmersdelight:cutting","HIGH","2","1","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","未覆盖（非出锅）","—","切菜板不属于料理出锅事件","切菜板非出锅事件"
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:cutting/quiche","farmersdelight:cutting","FD 切菜板（非出锅）","Quiche Slice","brewinandchewin:quiche_slice","4","是","4","6.4","","DISH","dish_token;edible=true;type=farmersdelight:cutting","HIGH","2","1","否","否","","","","","无","(base)","是","COMMON","简单 DISH 兜底","","未覆盖（非出锅）","—","切菜板不属于料理出锅事件","切菜板非出锅事件"
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:cutting/scarlet_cheese_wheel","farmersdelight:cutting","FD 切菜板（非出锅）","Scarlet Cheese Wedge","brewinandchewin:scarlet_cheese_wedge","4","是","4","8","","INGREDIENT","manual_override;奶酪楔切割产物","HIGH","2","1","否","是","","","","","无","(base)","是","不进入厨师","奶酪楔切割产物","","未覆盖（非出锅）","—","切菜板不属于料理出锅事件","人工覆盖优先；切菜板非出锅事件；保持INGREDIENT"
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/beer_from_water","brewinandchewin:fermenting","发酵桶","Beer","brewinandchewin:beer","1","是","0","0","effect.brewinandchewin.tipsy 2400tick 1级 概率1；effect.brewinandchewin.intoxication 1800tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","4","3","否","否","","##c:water","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
"Brewin' and Chewin'","[农夫乐事-饮酒作乐]BrewinAndChewin-neoforge-4.5.0+1.21.1.jar","4.5.0","brewinandchewin","brewinandchewin:fermenting/bloody_mary_from_vodka","brewinandchewin:fermenting","发酵桶","Bloody Mary","brewinandchewin:bloody_mary","1","是","0","0","effect.brewinandchewin.tipsy 2400tick 2级 概率1；effect.brewinandchewin.intoxication 1800tick 1级 概率1；effect.brewinandchewin.raging 1200tick 1级 概率1","DRINK","recipe_type=brewinandchewin:fermenting","HIGH","4","3","否","否","","##brewinandchewin:vodka","4800","4","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BREWIN_KEG（建议）","流体中间态",""
