"targetItemId","recipeId","sourceJar","sourceRecipePath","风险类型","风险对象","证据","建议动作","状态"
"dungeonsdelight:monster_cake_slice","dungeonsdelight:cutting/monster_cake","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/cutting/monster_cake.json","TAG_PRICE_MISSING;MISSING_PRICE;RECIPE_CYCLE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:monster_cake_slice","dungeonsdelight:monster_cake_slice <- recipe=dungeonsdelight:cutting/monster_cake;type=farmersdelight:cutting;output=7;choices=dungeonsdelight:monster_cake×1;container=NONE -> dungeonsdelight:monster_cake <- recipe=dungeonsdelight:monster_cake;type=minecraft:crafting_shaped;output=1;choices=minecraft:spider_eye×2 + dungeonsdelight:rotbulb×3;container=NONE -> minecraft:spider_eye=6(猜想) -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:monster_muffin","dungeonsdelight:monster_cooking/monster_muffin","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/monster_muffin.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;UNKNOWN_BUFF","dungeonsdelight:monster_muffin","dungeonsdelight:monster_muffin <- recipe=dungeonsdelight:monster_cooking/monster_muffin;type=dungeonsdelight:monster_cooking;output=2;choices=dungeonsdelight:rotbulb×1 + minecraft:sugar×1;container=NONE -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:necronog","dungeonsdelight:monster_cooking/necronog","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/necronog.json","MISSING_PRICE;CO_PRODUCT_ALLOCATION_REVIEW;PROBABILISTIC_OUTPUT_REVIEW;RECIPE_CYCLE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","dungeonsdelight:necronog","dungeonsdelight:necronog <- recipe=dungeonsdelight:monster_cooking/necronog;type=dungeonsdelight:monster_cooking;output=1;choices=#c:drinks/milk×1 + minecraft:sugar×1 + dungeonsdelight:slicorice×1;container=PART_OF_RESULT:minecraft:glass_bottle=2 -> #c:drinks/milk=6(猜想) -> minecraft:sugar=4(已定义) -> dungeonsdelight:slicorice <- recipe=dungeonsdelight:slicorice;type=minecraft:crafting_shapeless;output=1;choices=dungeonsdelight:wormroot_tendrils×1 + minecraft:sugar×1 + minecraft:slime_ball×1;container=NONE -> dungeonsdelight:wormroot_tendrils <- recipe=dungeonsdelight:cutting/gunk;type=farmersdelight:cutting;output=1;choices=dungeonsdelight:gunk×1;container=NONE -> dungeonsdelight:gunk <- recipe=dungeonsdelight:cutting/rotbulb;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:rotbulb×1;container=NONE -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义) -> minecraft:slime_ball=8(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:poi","dungeonsdelight:monster_cooking/poi","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/poi.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:poi","dungeonsdelight:poi <- recipe=dungeonsdelight:monster_cooking/poi;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:rotbulb×1 + dungeonsdelight:rotbulb×1 + dungeonsdelight:rotbulb×1;container=NONE -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:poisonous_poutine","dungeonsdelight:monster_cooking/poisonous_poutine","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/poisonous_poutine.json","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;UNKNOWN_BUFF","dungeonsdelight:poisonous_poutine","dungeonsdelight:poisonous_poutine <- recipe=dungeonsdelight:monster_cooking/poisonous_poutine;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:poisonous_potato×1 + minecraft:poisonous_potato×1;container=NONE -> minecraft:poisonous_potato <- recipe=dungeonsdelight:poisonous_potato_from_poisonous_potato_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:poisonous_potato_crate×1;container=NONE -> dungeonsdelight:poisonous_potato_crate <- recipe=minecraft:poisonous_potato_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:poisonous_potato <- recipe=dungeonsdelight:poisonous_potato_from_poisonous_potato_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:poisonous_potato_crate×1;container=NONE -> dungeonsdelight:poisonous_potato_crate <- recipe=minecraft:poisonous_potato_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:rot_roast","dungeonsdelight:monster_cooking/rot_roast","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/rot_roast.json","MISSING_PRICE;TAG_PRICE_MISSING;RECIPE_CYCLE;ZERO_COST;PRICE_SOURCE_REVIEW;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PRICE_SOURCE_REVIEW;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:rot_roast","dungeonsdelight:rot_roast <- recipe=dungeonsdelight:monster_cooking/rot_roast;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:apple×1 + minecraft:carrot×1 + dungeonsdelight:gunk×1 + dungeonsdelight:gunk×1;container=PART_OF_RESULT:dungeonsdelight:carved_rotgourd -> minecraft:apple=6(猜想) -> minecraft:carrot=4(已定义) -> dungeonsdelight:gunk <- recipe=dungeonsdelight:cutting/rotbulb;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:rotbulb×1;container=NONE -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> dungeonsdelight:gunk <- recipe=dungeonsdelight:cutting/rotbulb;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:rotbulb×1;container=NONE -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:rotpop","dungeonsdelight:monster_cooking/rotpop","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/rotpop.json","MISSING_PRICE;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF","dungeonsdelight:rotpop","dungeonsdelight:rotpop <- recipe=dungeonsdelight:monster_cooking/rotpop;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:rotgourd_slice×1 + dungeonsdelight:rotgourd_slice×1 + dungeonsdelight:rotgourd_slice×1 + dungeonsdelight:rotgourd_slice×1;container=NONE -> dungeonsdelight:rotgourd_slice <- recipe=dungeonsdelight:cutting/rotgourd;type=farmersdelight:cutting;output=4;choices=;container=NONE -> dungeonsdelight:rotgourd_slice <- recipe=dungeonsdelight:cutting/rotgourd;type=farmersdelight:cutting;output=4;choices=;container=NONE -> dungeonsdelight:rotgourd_slice <- recipe=dungeonsdelight:cutting/rotgourd;type=farmersdelight:cutting;output=4;choices=;container=NONE -> dungeonsdelight:rotgourd_slice <- recipe=dungeonsdelight:cutting/rotgourd;type=farmersdelight:cutting;output=4;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:rubaboo","dungeonsdelight:monster_cooking/rubaboo","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/rubaboo.json","MISSING_PRICE;TAG_PRICE_MISSING;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF","dungeonsdelight:rubaboo","dungeonsdelight:rubaboo <- recipe=dungeonsdelight:monster_cooking/rubaboo;type=dungeonsdelight:monster_cooking;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:salt_soaked_stew","dungeonsdelight:monster_cooking/salt_soaked_stew","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/salt_soaked_stew.json","MISSING_PRICE;ALTERNATIVE_MISSING_PRICE;UNKNOWN_BUFF","dungeonsdelight:salt_soaked_stew","dungeonsdelight:salt_soaked_stew <- recipe=dungeonsdelight:monster_cooking/salt_soaked_stew;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:salmon×1 + minecraft:beetroot×1;container=NONE -> minecraft:salmon=8(已定义) -> minecraft:beetroot=7(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:sculk_apple","dungeonsdelight:sculk_apple","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/sculk_apple.json","PROVISIONAL_PRICE_ANCHOR;猜想锚点:minecraft:apple=6(猜想)|minecraft:sculk=28(缺省猜想)|minecraft:honey_bottle=12(猜想)","dungeonsdelight:sculk_apple","dungeonsdelight:sculk_apple <- recipe=dungeonsdelight:sculk_apple;type=minecraft:crafting_shapeless;output=1;choices=minecraft:apple×1 + dungeonsdelight:sculk_polyp×1 + dungeonsdelight:sculk_polyp×1 + minecraft:honey_bottle×1;container=NONE -> minecraft:apple=6(猜想) -> dungeonsdelight:sculk_polyp <- recipe=minecraft:cutting/sculk;type=farmersdelight:cutting;output=1;choices=minecraft:sculk×1;container=NONE -> minecraft:sculk=28(缺省猜想) -> dungeonsdelight:sculk_polyp <- recipe=minecraft:cutting/sculk;type=farmersdelight:cutting;output=1;choices=minecraft:sculk×1;container=NONE -> minecraft:sculk=28(缺省猜想) -> minecraft:honey_bottle=12(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:shiokara","dungeonsdelight:monster_cooking/shiokara","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/shiokara.json","TAG_PRICE_MISSING;RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:shiokara","dungeonsdelight:shiokara <- recipe=dungeonsdelight:monster_cooking/shiokara;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:rotten_tripe×1 + dungeonsdelight:rotten_tripe×1 + dungeonsdelight:rancid_reduction×1 + minecraft:ghast_tear×1;container=NONE -> dungeonsdelight:rotten_tripe <- recipe=minecraft:cutting/rotten_flesh;type=farmersdelight:cutting;output=2;choices=minecraft:rotten_flesh×1;container=NONE -> minecraft:rotten_flesh=2(人工定价(PROVISIONAL):服务器既有猜想锚点) -> dungeonsdelight:rotten_tripe <- recipe=minecraft:cutting/rotten_flesh;type=farmersdelight:cutting;output=2;choices=minecraft:rotten_flesh×1;container=NONE -> minecraft:rotten_flesh=2(人工定价(PROVISIONAL):服务器既有猜想锚点) -> dungeonsdelight:rancid_reduction <- recipe=dungeonsdelight:monster_cooking/rancid_reduction_from_rotbulb;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:rotbulb×1 + dungeonsdelight:gunk×1 + dungeonsdelight:gunk×1 + minecraft:sugar×1 + #c:drinks/milk×1;container=NONE -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> dungeonsdelight:gunk <- recipe=dungeonsdelight:cutting/rotbulb;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:rotbulb×1;container=NONE -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> dungeonsdelight:gunk <- recipe=dungeonsdelight:cutting/rotbulb;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:rotbulb×1;container=NONE -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义) -> #c:drinks/milk=6(猜想) -> minecraft:ghast_tear=40(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:silverfish_fried_rice","dungeonsdelight:monster_cooking/silverfish_fried_rice","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/silverfish_fried_rice.json","MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:silverfish_fried_rice","dungeonsdelight:silverfish_fried_rice <- recipe=dungeonsdelight:monster_cooking/silverfish_fried_rice;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:carrot×1 + #c:crops/cabbage×1 + farmersdelight:rice×1 + #c:foods/cooked_egg×1;container=NONE -> minecraft:carrot=4(已定义) -> #c:crops/cabbage=6(已定义) -> farmersdelight:rice=5(猜想) -> #c:foods/cooked_egg=8(缺省猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:sinigang","dungeonsdelight:monster_cooking/sinigang","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/sinigang.json","MISSING_PRICE;RECIPE_CYCLE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:sinigang","dungeonsdelight:sinigang <- recipe=dungeonsdelight:monster_cooking/sinigang;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:spider_extract×1 + dungeonsdelight:rotbulb×1 + farmersdelight:rice×1;container=NONE -> dungeonsdelight:spider_extract <- recipe=dungeonsdelight:monster_cooking/spider_extract;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:spider_eye×1;container=NONE -> minecraft:spider_eye=6(猜想) -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> farmersdelight:rice=5(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:slicorice","dungeonsdelight:slicorice","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/slicorice.json","CO_PRODUCT_ALLOCATION_REVIEW;PROBABILISTIC_OUTPUT_REVIEW;RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","dungeonsdelight:slicorice","dungeonsdelight:slicorice <- recipe=dungeonsdelight:slicorice;type=minecraft:crafting_shapeless;output=1;choices=dungeonsdelight:wormroot_tendrils×1 + minecraft:sugar×1 + minecraft:slime_ball×1;container=NONE -> dungeonsdelight:wormroot_tendrils <- recipe=dungeonsdelight:cutting/gunk;type=farmersdelight:cutting;output=1;choices=dungeonsdelight:gunk×1;container=NONE -> dungeonsdelight:gunk <- recipe=dungeonsdelight:cutting/rotbulb;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:rotbulb×1;container=NONE -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:sugar=4(已定义) -> minecraft:slime_ball=8(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:slime_bar","dungeonsdelight:slime_bar_from_shapeless","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/slime_bar_from_shapeless.json","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","dungeonsdelight:slime_bar","dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:slime_noodles","dungeonsdelight:cutting/slime_bar","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/cutting/slime_bar.json","CO_PRODUCT_ALLOCATION_REVIEW;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","dungeonsdelight:slime_noodles","dungeonsdelight:slime_noodles <- recipe=dungeonsdelight:cutting/slime_bar;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:slime_bar×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:smoked_spider_meat","dungeonsdelight:smoked_spider_meat_from_campfire","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/smoked_spider_meat_from_campfire.json","MISSING_PRICE;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","dungeonsdelight:smoked_spider_meat","dungeonsdelight:smoked_spider_meat <- recipe=dungeonsdelight:smoked_spider_meat_from_campfire;type=minecraft:campfire_cooking;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:snifferwurst","dungeonsdelight:cooking/snifferwurst","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/cooking/snifferwurst.json","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","dungeonsdelight:snifferwurst","dungeonsdelight:snifferwurst <- recipe=dungeonsdelight:cooking/snifferwurst;type=farmersdelight:cooking;output=1;choices=dungeonsdelight:slime_bar×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:snuffledog","dungeonsdelight:cooking/snuffledog","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/cooking/snuffledog.json","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","dungeonsdelight:snuffledog","dungeonsdelight:snuffledog <- recipe=dungeonsdelight:cooking/snuffledog;type=farmersdelight:cooking;output=1;choices=dungeonsdelight:snifferwurst×1 + farmersdelight:tomato×1;container=PART_OF_RESULT:minecraft:bread=12 -> dungeonsdelight:snifferwurst <- recipe=dungeonsdelight:cooking/snifferwurst;type=farmersdelight:cooking;output=1;choices=dungeonsdelight:slime_bar×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想) -> farmersdelight:tomato=6(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:soaked_skewer","dungeonsdelight:monster_cooking/soaked_skewer","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/soaked_skewer.json","MISSING_PRICE;TAG_PRICE_MISSING;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF","dungeonsdelight:soaked_skewer","dungeonsdelight:soaked_skewer <- recipe=dungeonsdelight:monster_cooking/soaked_skewer;type=dungeonsdelight:monster_cooking;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:soft_serve_sniffer_egg","dungeonsdelight:soft_serve_sniffer_egg_from_campfire","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/soft_serve_sniffer_egg_from_campfire.json","MISSING_PRICE;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","dungeonsdelight:soft_serve_sniffer_egg","dungeonsdelight:soft_serve_sniffer_egg <- recipe=dungeonsdelight:soft_serve_sniffer_egg_from_campfire;type=minecraft:campfire_cooking;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
