"配方 ID","产物序号","产物中文名","产物 ID","数量","是否可食用","饥饿值","饱食度","食用效果/BUFF"
"kaleidoscope_cookery:pot/rabbit_to_cooked_rabbit_1","1","熟兔肉","minecraft:cooked_rabbit","1","是","5","6",""
"kaleidoscope_cookery:pot/rabbit_to_cooked_rabbit_9","1","熟兔肉","minecraft:cooked_rabbit","9","是","5","6",""
"kaleidoscope_cookery:pot/rabbit_to_cooked_rabbit_8","1","熟兔肉","minecraft:cooked_rabbit","8","是","5","6",""
"kaleidoscope_cookery:pot/rabbit_to_cooked_rabbit_7","1","熟兔肉","minecraft:cooked_rabbit","7","是","5","6",""
"kaleidoscope_cookery:pot/rabbit_to_cooked_rabbit_6","1","熟兔肉","minecraft:cooked_rabbit","6","是","5","6",""
"kaleidoscope_cookery:pot/rabbit_to_cooked_rabbit_5","1","熟兔肉","minecraft:cooked_rabbit","5","是","5","6",""
"kaleidoscope_cookery:pot/rabbit_to_cooked_rabbit_4","1","熟兔肉","minecraft:cooked_rabbit","4","是","5","6",""
"kaleidoscope_cookery:pot/rabbit_to_cooked_rabbit_3","1","熟兔肉","minecraft:cooked_rabbit","3","是","5","6",""
"kaleidoscope_cookery:pot/rabbit_to_cooked_rabbit_2","1","熟兔肉","minecraft:cooked_rabbit","2","是","5","6",""
"spawn:clam_case_white","1","白色蚌盒","spawn:clam_case_white","1","否","","",""
"kaleidoscope_cookery:flex_stockpot/beef_meatball_soup","1","牛丸汤","kaleidoscope_cookery:beef_meatball_soup","1","是","6","8.004","温暖 9600tick 1级 概率1"
"kaleidoscope_cookery:millstone/string_from_green_wool","1","线","minecraft:string","3","否","","",""
"farmersdelight:cooking/cabbage_rolls","1","卷心菜卷","farmersdelight:cabbage_rolls","1","是","5","5",""
"farmersdelight:mutton_wrap","1","羊肉卷饼","farmersdelight:mutton_wrap","1","是","10","16",""
"spawn:reefstone_tile_stairs","1","礁石楼梯","spawn:reefstone_tile_stairs","4","否","","",""
"spawn:bone_meal_from_snail_shell","1","骨粉","minecraft:bone_meal","4","否","","",""
"kaleidoscope_cookery:flex_pot/spicy_chicken","1","辣子鸡","kaleidoscope_cookery:spicy_chicken","1","是","20","22","饱腹代偿 1600tick 1级 概率1"
"farmersdelight:safety_net","1","安全网","farmersdelight:safety_net","1","否","","",""
"spawn:blue_dye_from_booby_egg_shard","1","蓝色染料","minecraft:blue_dye","4","否","","",""
"farmersdelight:wheat_dough_from_egg","1","生面团","kaleidoscope_cookery:raw_dough","3","否","","",""
"spawn:algal_reefstone","1","藻礁石","spawn:algal_reefstone","1","否","","",""
"kaleidoscope_cookery:teapot/oolong","1","乌龙茶","kaleidoscope_cookery:oolong","1","否","","",""
"spawn:snail_shell_from_big_snail_shell","1","蜗牛壳","spawn:snail_shell","9","否","","",""
"farmersdelight:cutting/orange_tulip","1","橙色染料","minecraft:orange_dye","2","否","","",""
"kaleidoscope_cookery:teapot","1","茶壶","kaleidoscope_cookery:teapot","1","否","","",""
"kaleidoscope_cookery:millstone/white_dye_from_lily_of_the_valley","1","白色染料","minecraft:white_dye","2","否","","",""
"spawn:date_planks","1","椰枣木木板","spawn:date_planks","4","否","","",""
"farmersdelight:cooking/beetroot_soup","1","甜菜汤","minecraft:beetroot_soup","1","是","6","7.2000003",""
"kaleidoscope_cookery:millstone/smooth_sandstone_from_sandstone","1","平滑砂岩","minecraft:smooth_sandstone","1","否","","",""
"farmersdelight:cutting/bamboo_block","1","去皮竹块","minecraft:stripped_bamboo_block","1","否","","",""
"kaleidoscope_cookery:stockpot/zongzi_count_4","1","熟粽子","kaleidoscope_cookery:zongzi","4","是","8","10","生命恢复 400tick 1级 概率1"
"kaleidoscope_cookery:stockpot/zongzi_count_5","1","熟粽子","kaleidoscope_cookery:zongzi","5","是","8","10","生命恢复 400tick 1级 概率1"
"kaleidoscope_cookery:stockpot/zongzi_count_2","1","熟粽子","kaleidoscope_cookery:zongzi","2","是","8","10","生命恢复 400tick 1级 概率1"
"kaleidoscope_cookery:stockpot/zongzi_count_3","1","熟粽子","kaleidoscope_cookery:zongzi","3","是","8","10","生命恢复 400tick 1级 概率1"
"kaleidoscope_cookery:stockpot/zongzi_count_1","1","熟粽子","kaleidoscope_cookery:zongzi","1","是","8","10","生命恢复 400tick 1级 概率1"
"farmersdelight:onion_crate","1","箱装洋葱","farmersdelight:onion_crate","1","否","","",""
"kaleidoscope_cookery:table_birch","1","白桦木餐桌","kaleidoscope_cookery:table_birch","1","否","","",""
"kaleidoscope_cookery:stockpot/zongzi_count_8","1","熟粽子","kaleidoscope_cookery:zongzi","8","是","8","10","生命恢复 400tick 1级 概率1"
"kaleidoscope_cookery:stockpot/zongzi_count_9","1","熟粽子","kaleidoscope_cookery:zongzi","9","是","8","10","生命恢复 400tick 1级 概率1"
"kaleidoscope_cookery:stockpot/zongzi_count_6","1","熟粽子","kaleidoscope_cookery:zongzi","6","是","8","10","生命恢复 400tick 1级 概率1"
"kaleidoscope_cookery:stockpot/zongzi_count_7","1","熟粽子","kaleidoscope_cookery:zongzi","7","是","8","10","生命恢复 400tick 1级 概率1"
"kaleidoscope_cookery:stockpot/pufferfish_soup","1","河豚汤","kaleidoscope_cookery:pufferfish_soup","1","是","4","0","芥末 12000tick 1级 概率1"
"kaleidoscope_cookery:flex_stockpot/pork_bone_soup","1","大骨汤","kaleidoscope_cookery:pork_bone_soup","1","是","6","8.004","活力 6000tick 1级 概率1"
"spawn:pigment_shifter","1","色彩变换器","spawn:pigment_shifter","1","否","","",""
"kaleidoscope_cookery:watermelon_platter","1","西瓜拼盘","kaleidoscope_cookery:watermelon_platter","1","否","","",""
"kaleidoscope_cookery:pot/donkey_burger","1","驴肉火烧","kaleidoscope_cookery:donkey_burger","1","是","12","19.2","饱腹代偿 900tick 1级 概率1"
"spawn:rotten_boat","1","腐木船","spawn:rotten_boat","1","否","","",""
"kaleidoscope_cookery:cold_style_sashimi","1","寒带风味刺身","kaleidoscope_cookery:cold_style_sashimi","1","是","16","6","芥末 6000tick 1级 概率1"
"kaleidoscope_cookery:table_crimson","1","绯红木餐桌","kaleidoscope_cookery:table_crimson","1","否","","",""
"farmersdelight:salvaging/bamboo_chest_raft","1","竹筏","minecraft:bamboo_raft","1","否","","",""
"spawn:salvaging/rotten_chest_boat","1","腐木船","spawn:rotten_boat","1","否","","",""
"farmersdelight:cutting/warped_hyphae","1","去皮诡异菌核","minecraft:stripped_warped_hyphae","1","否","","",""
"spawn:cooked_tuna_chunk","1","熟金枪鱼块","spawn:cooked_tuna_chunk","1","是","6","9.6",""
"ordertocook:countertop","1","操作台","ordertocook:countertop","1","否","","",""
"spawn:reefstone_tiles","1","礁石瓦","spawn:reefstone_tiles","4","否","","",""
"spawn:mucus_block","1","粘痕块","spawn:mucus_block","1","否","","",""
"farmersdelight:cooked_mutton_chops_from_smoking","1","屏障","minecraft:barrier","1","否","","",""
"spawn:salvaging/date_chest_raft","1","椰枣木筏","spawn:date_raft","1","否","","",""
"kaleidoscope_cookery:millstone/rice_from_rice_panicle","1","稻米","kaleidoscope_cookery:rice","3","否","","",""
"kaleidoscope_cookery:strung_mushrooms","1","蘑菇串串","kaleidoscope_cookery:strung_mushrooms","1","否","","",""
"farmersdelight:full_tatami_mat","1","长榻榻米垫","farmersdelight:full_tatami_mat","2","否","","",""
"farmersdelight:rope","1","绳子","farmersdelight:rope","4","否","","",""
"kaleidoscope_cookery:stockpot/fearsome_thick_soup","1","恐惧浓汤","kaleidoscope_cookery:fearsome_thick_soup","1","是","4","0","硫磺 9600tick 1级 概率1"
"farmersdelight:salvaging/dark_oak_furniture","1","深色橡木木板","minecraft:dark_oak_planks","1","否","","",""
"spawn:shell_fragments","1","贝壳碎片","spawn:shell_fragments","2","否","","",""
"spawn:rotten_planks","1","腐木木板","spawn:rotten_planks","4","否","","",""
"kaleidoscope_cookery:end_style_sashimi","1","末地风味刺身","kaleidoscope_cookery:end_style_sashimi","1","是","16","6","芥末 6000tick 1级 概率1"
"kaleidoscope_cookery:flex_stockpot/red_mushroom_pot_soup","1","红蘑菇瓦罐汤","kaleidoscope_cookery:red_mushroom_pot_soup","1","是","18","24.012","温暖 6000tick 1级 概率1"
"farmersdelight:iron_nugget_from_smelting_knife","1","铁粒","minecraft:iron_nugget","1","否","","",""
"kaleidoscope_cookery:millstone/quartz_from_quartz_pillar","1","下界石英","minecraft:quartz","3","否","","",""
"spawn:cutting/bluefish","1","扁鲹片","spawn:bluefish_slice","2","是","1","0.2",""
"kaleidoscope_cookery:recipe_item","1","Recipe","kaleidoscope_cookery:recipe_item","1","否","","",""
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_3","1","干海带","minecraft:dried_kelp","3","是","1","0.6",""
"farmersdelight:bacon_sandwich","1","培根三明治","farmersdelight:bacon_sandwich","1","是","10","16",""
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_4","1","干海带","minecraft:dried_kelp","4","是","1","0.6",""
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_5","1","干海带","minecraft:dried_kelp","5","是","1","0.6",""
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_6","1","干海带","minecraft:dried_kelp","6","是","1","0.6",""
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_7","1","干海带","minecraft:dried_kelp","7","是","1","0.6",""
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_8","1","干海带","minecraft:dried_kelp","8","是","1","0.6",""
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_9","1","干海带","minecraft:dried_kelp","9","是","1","0.6",""
"spawn:smooth_blasted_sandstone","1","平滑荒砂岩","spawn:smooth_blasted_sandstone","1","否","","",""
"farmersdelight:lead_from_straw","1","拴绳","minecraft:lead","1","否","","",""
"spawn:snail_shell_tile_slab","1","蜗牛壳瓦台阶","spawn:snail_shell_tile_slab","6","否","","",""
"farmersdelight:cyan_canvas_sign","1","青色粗布告示牌","farmersdelight:cyan_canvas_sign","1","否","","",""
"farmersdelight:gold_nugget_from_blasting_knife","1","金粒","minecraft:gold_nugget","1","否","","",""
"farmersdelight:gleaming_salad_block","1","闪亮沙拉","farmersdelight:gleaming_salad_block","1","否","","",""
"spawn:roasted_sunflower_seeds","1","烘焙向日葵种子","spawn:roasted_sunflower_seeds","1","是","3","1.2",""
"farmersdelight:cutting/mangrove_wood","1","去皮红树木","minecraft:stripped_mangrove_wood","1","否","","",""
"kaleidoscope_cookery:flex_pot/frost_lamb_chop","1","凛冬羊排","kaleidoscope_cookery:frost_lamb_chop","1","是","13","15.99","寒带疾行 1600tick 1级 概率1"
"kaleidoscope_cookery:chair_acacia","1","金合欢木椅子","kaleidoscope_cookery:chair_acacia","1","否","","",""
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_1","1","干海带","minecraft:dried_kelp","1","是","1","0.6",""
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_2","1","干海带","minecraft:dried_kelp","2","是","1","0.6",""
"spawn:reefstone_slab_from_reefstone_stonecutting","1","礁石台阶","spawn:reefstone_slab","2","否","","",""
"spawn:red_algae_block","1","红藻块","spawn:red_algae_block","1","否","","",""
"spawn:roasted_sunflower_seeds_from_campfire_cooking","1","烘焙向日葵种子","spawn:roasted_sunflower_seeds","1","是","3","1.2",""
"farmersdelight:cutting/wild_beetroots","1","甜菜种子","minecraft:beetroot_seeds","1","否","","",""
"kaleidoscope_cookery:table_mangrove","1","红树木餐桌","kaleidoscope_cookery:table_mangrove","1","否","","",""
"kaleidoscope_cookery:flex_pot/spicy_rabbit_head","1","麻辣兔头","kaleidoscope_cookery:spicy_rabbit_head","1","是","13","15.99","温暖 1600tick 1级 概率1"
"farmersdelight:cooking/hot_cocoa","1","热可可","farmersdelight:hot_cocoa","1","否","","",""
"kaleidoscope_cookery:flex_pot/donkey_burger","1","驴肉火烧","kaleidoscope_cookery:donkey_burger","1","是","12","19.2","饱腹代偿 900tick 1级 概率1"
"kaleidoscope_cookery:table_jungle","1","丛林木餐桌","kaleidoscope_cookery:table_jungle","1","否","","",""
"farmersdelight:cooking/noodle_soup","1","面条汤","farmersdelight:noodle_soup","1","是","14","21","滋养 6000tick 1级 概率1"
"kaleidoscope_cookery:pot/oil_splashed_fish","1","油泼鱼","kaleidoscope_cookery:oil_splashed_fish","1","是","13","15.99","温暖 1600tick 1级 概率1"
"spawn:casting_net","1","抛网","spawn:casting_net","1","否","","",""
"kaleidoscope_cookery:transmutation_lunch_bag","1","嬗变饭袋","kaleidoscope_cookery:transmutation_lunch_bag","1","否","","",""
"farmersdelight:salvaging/hopper_minecart","1","矿车","minecraft:minecart","1","否","","",""
"farmersdelight:cutting/tag_dough","1","生意面","farmersdelight:raw_pasta","1","是","2","1.2","饥饿 600tick 1级 概率0.30000001192092896"
"kaleidoscope_cookery:stockpot/numbing_spicy_chicken","1","椒麻鸡","kaleidoscope_cookery:numbing_spicy_chicken","1","是","13","15.99","抗火 2400tick 1级 概率1"
"spawn:reefstone_slab","1","礁石台阶","spawn:reefstone_slab","6","否","","",""
"kaleidoscope_cookery:oil_block","1","油脂块","kaleidoscope_cookery:oil_block","1","否","","",""
"farmersdelight:cutting/mutton","1","屏障","minecraft:barrier","1","否","","",""
"spawn:tuna_roll","1","金枪鱼寿司","spawn:tuna_roll","3","是","5","6",""
"spawn:cooked_herring_from_campfire_cooking","1","熟鲱鱼","spawn:cooked_herring","1","是","4","4",""
"farmersdelight:onion","1","洋葱","farmersdelight:onion","9","是","2","1.6",""
"kaleidoscope_cookery:stockpot_lid","1","汤锅盖","kaleidoscope_cookery:stockpot_lid","1","否","","",""
"farmersdelight:cooking/stuffed_pumpkin_block","1","填馅南瓜","farmersdelight:stuffed_pumpkin_block","1","否","","",""
"spawn:cooked_herring_slice","1","熟鲱鱼片","spawn:cooked_herring_slice","1","是","2","1.2",""
"farmersdelight:cooking/mushroom_stew","1","蘑菇煲","minecraft:mushroom_stew","1","是","6","7.2000003",""
"spawn:date_stairs","1","椰枣木楼梯","spawn:date_stairs","4","否","","",""
"spawn:ghostly_mucus_block","1","苍白粘痕块","spawn:ghostly_mucus_block","4","否","","",""
"spawn:reefstone_tile_stairs_from_reefstone_tiles_stonecutting","1","礁石楼梯","spawn:reefstone_tile_stairs","1","否","","",""
"kaleidoscope_cookery:teapot/flower_tea","1","花茶","kaleidoscope_cookery:flower_tea","1","否","","",""
"kaleidoscope_cookery:millstone/string_from_pink_wool","1","线","minecraft:string","3","否","","",""
"farmersdelight:pot/add/beef_patty","1","牛肉饼","farmersdelight:beef_patty","1","是","4","6.4",""
"farmersdelight:white_hanging_canvas_sign","1","悬挂式白色粗布告示牌","farmersdelight:white_hanging_canvas_sign","1","否","","",""
"kaleidoscope_cookery:millstone/string_from_magenta_wool","1","线","minecraft:string","3","否","","",""
"kaleidoscope_cookery:flex_pot/stir_fried_pork_with_peppers","1","青椒炒肉","kaleidoscope_cookery:stir_fried_pork_with_peppers","1","是","9","10.998","活力 1800tick 1级 概率1"
"kaleidoscope_cookery:sickle","1","镰刀","kaleidoscope_cookery:sickle","1","否","","",""
"farmersdelight:integration/create/milling/wild_cabbages","1","卷心菜种子","farmersdelight:cabbage_seeds","1","否","","",""
"spawn:rotten_fence_gate","1","腐木栅栏门","spawn:rotten_fence_gate","1","否","","",""
"kaleidoscope_cookery:pot/blaze_lamb_chop","1","烈焰羊排","kaleidoscope_cookery:blaze_lamb_chop","1","是","13","15.99","抗火 1600tick 1级 概率1"
"farmersdelight:cake_from_milk_bottle","1","蛋糕","minecraft:cake","1","否","","",""
"farmersdelight:wheat_dough_from_water","1","屏障","minecraft:barrier","1","否","","",""
"kaleidoscope_cookery:millstone/oil_from_seeds","1","油脂","kaleidoscope_cookery:oil","1","否","","",""
"spawn:clam_chowder_fd","1","蚌肉浓汤","spawn:clam_chowder","1","是","8","12.8",""
"farmersdelight:cooking/glow_berry_custard","1","发光浆果蛋奶沙司","farmersdelight:glow_berry_custard","1","是","7","8.400001","发光 100tick 1级 概率1"
"kaleidoscope_cookery:millstone/polished_andesite_from_andesite","1","磨制安山岩","minecraft:polished_andesite","1","否","","",""
"farmersdelight:cutting/chocolate_pie","1","巧克力派切片","farmersdelight:chocolate_pie_slice","4","是","3","1.8000001","迅捷 600tick 1级 概率1"
"spawn:date_raft","1","椰枣木筏","spawn:date_raft","1","否","","",""
"farmersdelight:green_hanging_canvas_sign","1","悬挂式绿色粗布告示牌","farmersdelight:green_hanging_canvas_sign","1","否","","",""
"farmersdelight:horse_feed","1","马食","farmersdelight:horse_feed","1","否","","",""
"kaleidoscope_cookery:millstone/string_from_cyan_wool","1","线","minecraft:string","3","否","","",""
"farmersdelight:cutting/pink_tulip","1","粉红色染料","minecraft:pink_dye","2","否","","",""
"kaleidoscope_cookery:millstone/polished_blackstone_from_blackstone","1","磨制黑石","minecraft:polished_blackstone","1","否","","",""
"spawn:heliostone_stairs","1","日光石楼梯","spawn:heliostone_stairs","4","否","","",""
"kaleidoscope_cookery:millstone/quartz_from_smooth_quartz","1","下界石英","minecraft:quartz","3","否","","",""
"farmersdelight:cutting/acacia_wood","1","去皮金合欢木","minecraft:stripped_acacia_wood","1","否","","",""
"spawn:cooked_tuna_chunk_from_campfire_cooking","1","熟金枪鱼块","spawn:cooked_tuna_chunk","1","是","6","9.6",""
"spawn:reefstone_tile_wall_from_reefstone_stonecutting","1","礁石墙","spawn:reefstone_tile_wall","1","否","","",""
"farmersdelight:cooking/beef_stew","1","牛肉炖","farmersdelight:beef_stew","1","是","12","19.2","滋养 3600tick 1级 概率1"
"farmersdelight:cutting/dandelion","1","黄色染料","minecraft:yellow_dye","2","否","","",""
"kaleidoscope_cookery:table_spruce","1","云杉木餐桌","kaleidoscope_cookery:table_spruce","1","否","","",""
"kaleidoscope_cookery:chopping_board/raw_lamb_chops","1","生羊排","kaleidoscope_cookery:raw_lamb_chops","2","是","1","1",""
"kaleidoscope_cookery:chopping_board/raw_noodles_from_raw_dough","1","生面条","kaleidoscope_cookery:raw_noodles","2","否","","",""
"farmersdelight:rope_from_safety_net","1","绳子","farmersdelight:rope","4","否","","",""
"farmersdelight:cooked_mutton_chops_from_campfire_cooking","1","屏障","minecraft:barrier","1","否","","",""
"spawn:cutting/cooked_herring","1","熟鲱鱼片","spawn:cooked_herring_slice","2","是","2","1.2",""
"farmersdelight:orange_canvas_sign","1","橙色粗布告示牌","farmersdelight:orange_canvas_sign","1","否","","",""
"farmersdelight:cutting/dark_oak_wood","1","去皮深色橡木","minecraft:stripped_dark_oak_wood","1","否","","",""
"kaleidoscope_cookery:cold_cut_ham_slices","1","冷切火腿片","kaleidoscope_cookery:cold_cut_ham_slices","1","否","","",""
"farmersdelight:cooking/cooked_rice","1","米饭","farmersdelight:cooked_rice","1","是","6","4.8","滋养 600tick 1级 概率1"
"kaleidoscope_cookery:stockpot/crimson_fungus_pot_soup","1","绯红菌瓦罐汤","kaleidoscope_cookery:crimson_fungus_pot_soup","1","是","18","24.012","抗火 2400tick 1级 概率1"
"kaleidoscope_cookery:flex_pot/braised_pork_ribs","1","红烧排骨","kaleidoscope_cookery:braised_pork_ribs","1","是","16","25.6","温暖 1600tick 1级 概率1"
"farmersdelight:salvaging/crimson_furniture","1","绯红木板","minecraft:crimson_planks","1","否","","",""
"kaleidoscope_cookery:chopping_board/cooked_pork_belly","1","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","2","是","4","6.4",""
"ordertocook:washingtable","1","洗碗池","ordertocook:washingtable","1","否","","",""
"farmersdelight:beef_patty_from_smoking","1","牛肉饼","farmersdelight:beef_patty","1","是","4","6.4",""
"kaleidoscope_cookery:flex_pot/fondant_spider_eye","1","翻糖蛛眼","kaleidoscope_cookery:fondant_spider_eye","1","是","8","0","胀气 700tick 1级 概率1"
"farmersdelight:canvas_sign","1","粗布告示牌","farmersdelight:canvas_sign","3","否","","",""
"kaleidoscope_cookery:shawarma_spit","1","旋风烤肉塔","kaleidoscope_cookery:shawarma_spit","1","否","","",""
"kaleidoscope_cookery:pot/pan_seared_knight_steak","1","香煎骑士牛排","kaleidoscope_cookery:pan_seared_knight_steak","1","是","13","15.99","饱腹代偿 1800tick 1级 概率1"
"farmersdelight:integration/create/milling/wild_onions","1","品红色染料","minecraft:magenta_dye","1","否","","",""
"farmersdelight:oak_cabinet","1","橡木橱柜","farmersdelight:oak_cabinet","1","否","","",""
"farmersdelight:cutting/torchflower","1","橙色染料","minecraft:orange_dye","2","否","","",""
"farmersdelight:cutting/wild_carrots","1","胡萝卜","minecraft:carrot","1","是","3","3.6000001",""
"farmersdelight:netherite_knife_smithing","1","下界合金刀","farmersdelight:netherite_knife","1","否","","",""
"farmersdelight:rice_panicle","1","稻穗","kaleidoscope_cookery:rice_panicle","9","否","","",""
"farmersdelight:tatami","1","榻榻米方块","farmersdelight:tatami","2","否","","",""
"farmersdelight:salvaging/furnace_minecart","1","矿车","minecraft:minecart","1","否","","",""
"kaleidoscope_cookery:iron_kitchen_knife","1","铁菜刀","kaleidoscope_cookery:iron_kitchen_knife","1","否","","",""
"farmersdelight:pot/add/cooked_salmon_slice","1","熟鲑鱼片","farmersdelight:cooked_salmon_slice","1","是","3","4.8",""
"spawn:cutting/tuna_chunk","1","金枪鱼片","spawn:tuna_slice","2","是","2","0.8",""
"farmersdelight:cutting/red_mushroom_colony","1","红色蘑菇","minecraft:red_mushroom","5","否","","",""
"farmersdelight:cutting/acacia_log","1","去皮金合欢原木","minecraft:stripped_acacia_log","1","否","","",""
"farmersdelight:fried_egg_from_smoking","1","煎蛋","kaleidoscope_cookery:fried_egg","1","是","4","4",""
"kaleidoscope_cookery:rice_panicle","1","稻穗","kaleidoscope_cookery:rice_panicle","9","否","","",""
"farmersdelight:cooking/bone_broth","1","大骨汤","farmersdelight:bone_broth","1","是","8","11.2","滋养 1200tick 1级 概率1"
"kaleidoscope_cookery:millstone/smooth_red_sandstone_from_red_sandstone","1","平滑红砂岩","minecraft:smooth_red_sandstone","1","否","","",""
"kaleidoscope_cookery:cook_stool_warped","1","诡异木厨娘凳","kaleidoscope_cookery:cook_stool_warped","1","否","","",""
"kaleidoscope_cookery:pot/fondant_pie","1","翻糖派","kaleidoscope_cookery:fondant_pie","1","是","20","22","饱腹代偿 1600tick 1级 概率1"
"farmersdelight:cutting/melon","1","西瓜片","minecraft:melon_slice","9","是","2","1.2",""
"kaleidoscope_cookery:cook_stool_acacia","1","金合欢木厨娘凳","kaleidoscope_cookery:cook_stool_acacia","1","否","","",""
"kaleidoscope_cookery:flex_stockpot/dough_drop_soup","1","疙瘩汤","kaleidoscope_cookery:dough_drop_soup","1","是","8","16","温暖 1600tick 1级 概率1"
"kaleidoscope_cookery:millstone/polished_basalt_from_smooth_basalt","1","磨制玄武岩","minecraft:polished_basalt","1","否","","",""
"kaleidoscope_cookery:chili_ristra","1","辣椒串串","kaleidoscope_cookery:chili_ristra","1","否","","",""
"kaleidoscope_cookery:baozi_plate","1","一盘包子","kaleidoscope_cookery:baozi_plate","1","否","","",""
"farmersdelight:skillet","1","煎锅","farmersdelight:skillet","1","否","","",""
"kaleidoscope_cookery:pot/raw_meatball_to_cooked_meatball_3","1","熟丸子","kaleidoscope_cookery:cooked_meatball","3","是","8","12.8",""
"kaleidoscope_cookery:pot/raw_meatball_to_cooked_meatball_4","1","熟丸子","kaleidoscope_cookery:cooked_meatball","4","是","8","12.8",""
"kaleidoscope_cookery:pot/raw_meatball_to_cooked_meatball_1","1","熟丸子","kaleidoscope_cookery:cooked_meatball","1","是","8","12.8",""
"kaleidoscope_cookery:pot/raw_meatball_to_cooked_meatball_2","1","熟丸子","kaleidoscope_cookery:cooked_meatball","2","是","8","12.8",""
"kaleidoscope_cookery:pot/raw_meatball_to_cooked_meatball_7","1","熟丸子","kaleidoscope_cookery:cooked_meatball","7","是","8","12.8",""
"kaleidoscope_cookery:pot/raw_meatball_to_cooked_meatball_8","1","熟丸子","kaleidoscope_cookery:cooked_meatball","8","是","8","12.8",""
"kaleidoscope_cookery:pot/raw_meatball_to_cooked_meatball_5","1","熟丸子","kaleidoscope_cookery:cooked_meatball","5","是","8","12.8",""
"kaleidoscope_cookery:pot/raw_meatball_to_cooked_meatball_6","1","熟丸子","kaleidoscope_cookery:cooked_meatball","6","是","8","12.8",""
"kaleidoscope_cookery:pot/raw_meatball_to_cooked_meatball_9","1","熟丸子","kaleidoscope_cookery:cooked_meatball","9","是","8","12.8",""
"kaleidoscope_cookery:chair_oak","1","橡木椅子","kaleidoscope_cookery:chair_oak","1","否","","",""
"farmersdelight:light_gray_canvas_sign","1","淡灰色粗布告示牌","farmersdelight:light_gray_canvas_sign","1","否","","",""
"kaleidoscope_cookery:chorus_fruit_platter","1","紫颂果拼盘","kaleidoscope_cookery:chorus_fruit_platter","1","否","","",""
"kaleidoscope_cookery:pot/mutton_to_cooked_mutton_1","1","熟羊肉","minecraft:cooked_mutton","1","是","6","9.6",""
"kaleidoscope_cookery:chair_birch","1","白桦木椅子","kaleidoscope_cookery:chair_birch","1","否","","",""
"kaleidoscope_cookery:pot/mutton_to_cooked_mutton_3","1","熟羊肉","minecraft:cooked_mutton","3","是","6","9.6",""
"kaleidoscope_cookery:pot/mutton_to_cooked_mutton_2","1","熟羊肉","minecraft:cooked_mutton","2","是","6","9.6",""
"kaleidoscope_cookery:pot/mutton_to_cooked_mutton_5","1","熟羊肉","minecraft:cooked_mutton","5","是","6","9.6",""
"kaleidoscope_cookery:pot/mutton_to_cooked_mutton_4","1","熟羊肉","minecraft:cooked_mutton","4","是","6","9.6",""
"kaleidoscope_cookery:pot/mutton_to_cooked_mutton_7","1","熟羊肉","minecraft:cooked_mutton","7","是","6","9.6",""
"kaleidoscope_cookery:pot/mutton_to_cooked_mutton_6","1","熟羊肉","minecraft:cooked_mutton","6","是","6","9.6",""
"kaleidoscope_cookery:pot/mutton_to_cooked_mutton_9","1","熟羊肉","minecraft:cooked_mutton","9","是","6","9.6",""
"kaleidoscope_cookery:pot/mutton_to_cooked_mutton_8","1","熟羊肉","minecraft:cooked_mutton","8","是","6","9.6",""
"farmersdelight:canvas_rug","1","粗布毯","farmersdelight:canvas_rug","2","否","","",""
"kaleidoscope_cookery:millstone/raw_gold_from_deepslate_gold_ore","1","粗金","minecraft:raw_gold","3","否","","",""
"kaleidoscope_cookery:stuffed_dough_food_steamer","1","蒸笼","kaleidoscope_cookery:steamer","1","否","","",""
"farmersdelight:acacia_cabinet","1","金合欢木橱柜","farmersdelight:acacia_cabinet","1","否","","",""
"kaleidoscope_cookery:pot/fried_spring_roll","1","炸春卷","kaleidoscope_cookery:fried_spring_roll","1","是","13","15.99","温暖 1600tick 1级 概率1"
"farmersdelight:chopping_board/add/cake_slice","1","蛋糕切片","farmersdelight:cake_slice","7","是","2","0.4","迅捷 400tick 1级 概率1"
"spawn:blasted_sandstone_wall_from_blasted_sandstone_stonecutting","1","荒砂岩墙","spawn:blasted_sandstone_wall","1","否","","",""
"farmersdelight:white_canvas_sign","1","白色粗布告示牌","farmersdelight:white_canvas_sign","1","否","","",""
"kaleidoscope_cookery:stir_fried_pork_with_peppers_rice_bowl","1","青椒炒肉盖饭","kaleidoscope_cookery:stir_fried_pork_with_peppers_rice_bowl","1","是","14","18.004","饱腹代偿 3600tick 1级 概率1"
"spawn:rotten_wood","1","腐木","spawn:rotten_wood","3","否","","",""
"farmersdelight:salvaging/amethyst_block","1","紫水晶碎片","minecraft:amethyst_shard","4","否","","",""
"kaleidoscope_cookery:flex_pot/blaze_lamb_chop","1","烈焰羊排","kaleidoscope_cookery:blaze_lamb_chop","1","是","13","15.99","抗火 1600tick 1级 概率1"
"farmersdelight:cutting/jungle_log","1","去皮丛林原木","minecraft:stripped_jungle_log","1","否","","",""
