"配方 ID","原料序号","原料可选项（中文名 <ID>）","候选物品数量","备注"
"kaleidoscope_cookery:stockpot/zongzi_count_8","5","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_8","6","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_8","7","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_8","8","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_9","1","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_9","2","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_9","3","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_9","4","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_9","5","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_9","6","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_9","7","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_9","8","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_9","9","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_6","1","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_6","2","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_6","3","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_6","4","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_6","5","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_6","6","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_7","1","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_7","2","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_7","3","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_7","4","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_7","5","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_7","6","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/zongzi_count_7","7","生粽子 <kaleidoscope_cookery:raw_zongzi>","","原料"
"kaleidoscope_cookery:stockpot/pufferfish_soup","1","河豚 <minecraft:pufferfish>","","原料"
"kaleidoscope_cookery:stockpot/pufferfish_soup","2","河豚 <minecraft:pufferfish>","","原料"
"kaleidoscope_cookery:stockpot/pufferfish_soup","3","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:stockpot/pufferfish_soup","4","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:stockpot/pufferfish_soup","5","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:flex_stockpot/pork_bone_soup","1","骨头 <minecraft:bone>","","原料"
"kaleidoscope_cookery:watermelon_platter","1","西瓜片 <minecraft:melon_slice>","","原料"
"kaleidoscope_cookery:watermelon_platter","2","西瓜片 <minecraft:melon_slice>","","原料"
"kaleidoscope_cookery:watermelon_platter","3","西瓜片 <minecraft:melon_slice>","","原料"
"kaleidoscope_cookery:watermelon_platter","4","碗 <minecraft:bowl>","","原料"
"kaleidoscope_cookery:pot/donkey_burger","1","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:pot/donkey_burger","2","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:pot/donkey_burger","3","#c:dough","","原料"
"kaleidoscope_cookery:pot/donkey_burger","4","#c:dough","","原料"
"kaleidoscope_cookery:pot/donkey_burger","5","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/donkey_burger","6","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:cold_style_sashimi","1","雪球 <minecraft:snowball>","","原料"
"kaleidoscope_cookery:cold_style_sashimi","2","雪球 <minecraft:snowball>","","原料"
"kaleidoscope_cookery:cold_style_sashimi","3","雪球 <minecraft:snowball>","","原料"
"kaleidoscope_cookery:cold_style_sashimi","4","刺身 <kaleidoscope_cookery:sashimi>","","原料"
"kaleidoscope_cookery:cold_style_sashimi","5","刺身 <kaleidoscope_cookery:sashimi>","","原料"
"kaleidoscope_cookery:cold_style_sashimi","6","刺身 <kaleidoscope_cookery:sashimi>","","原料"
"kaleidoscope_cookery:cold_style_sashimi","7","刺身 <kaleidoscope_cookery:sashimi>","","原料"
"kaleidoscope_cookery:cold_style_sashimi","8","碗 <minecraft:bowl>","","原料"
"farmersdelight:salvaging/bamboo_chest_raft","1","运输竹筏 <minecraft:bamboo_chest_raft>","","原料"
"farmersdelight:salvaging/bamboo_chest_raft","2","{""type"":""farmersdelight:item_ability"",""action"":""hoe_dig""}","","工具"
"farmersdelight:salvaging/bamboo_chest_raft","3","#minecraft:hoes","","工具"
"spawn:salvaging/rotten_chest_boat","1","腐木运输船 <spawn:rotten_chest_boat>","","原料"
"spawn:salvaging/rotten_chest_boat","2","{""type"":""farmersdelight:item_ability"",""action"":""hoe_dig""}","","工具"
"spawn:salvaging/rotten_chest_boat","3","#minecraft:hoes","","工具"
"farmersdelight:cutting/warped_hyphae","1","诡异菌核 <minecraft:warped_hyphae>","","原料"
"farmersdelight:cutting/warped_hyphae","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"farmersdelight:cutting/warped_hyphae","3","#minecraft:axes","","工具"
"spawn:cooked_tuna_chunk","1","金枪鱼块 <spawn:tuna_chunk>","","原料"
"farmersdelight:cooked_mutton_chops_from_smoking","1","生羊排 <farmersdelight:mutton_chops>","","原料"
"spawn:salvaging/date_chest_raft","1","运输椰枣木筏 <spawn:date_chest_raft>","","原料"
"spawn:salvaging/date_chest_raft","2","{""type"":""farmersdelight:item_ability"",""action"":""hoe_dig""}","","工具"
"spawn:salvaging/date_chest_raft","3","#minecraft:hoes","","工具"
"kaleidoscope_cookery:millstone/rice_from_rice_panicle","1","稻穗 <kaleidoscope_cookery:rice_panicle>","","原料"
"farmersdelight:full_tatami_mat","1","榻榻米方块 <farmersdelight:tatami>","","原料"
"kaleidoscope_cookery:stockpot/fearsome_thick_soup","1","腐肉 <minecraft:rotten_flesh>","","原料"
"kaleidoscope_cookery:stockpot/fearsome_thick_soup","2","腐肉 <minecraft:rotten_flesh>","","原料"
"kaleidoscope_cookery:stockpot/fearsome_thick_soup","3","腐肉 <minecraft:rotten_flesh>","","原料"
"kaleidoscope_cookery:stockpot/fearsome_thick_soup","4","腐肉 <minecraft:rotten_flesh>","","原料"
"kaleidoscope_cookery:stockpot/fearsome_thick_soup","5","幽匿块 <minecraft:sculk>","","原料"
"kaleidoscope_cookery:stockpot/fearsome_thick_soup","6","幽匿块 <minecraft:sculk>","","原料"
"kaleidoscope_cookery:stockpot/fearsome_thick_soup","7","幽匿块 <minecraft:sculk>","","原料"
"kaleidoscope_cookery:stockpot/fearsome_thick_soup","8","幽匿块 <minecraft:sculk>","","原料"
"kaleidoscope_cookery:stockpot/fearsome_thick_soup","9","幽匿块 <minecraft:sculk>","","原料"
"farmersdelight:salvaging/dark_oak_furniture","1","{""type"":""neoforge:compound"",""children"":[{""item"":""minecraft:dark_oak_door""},{""item"":""minecraft:dark_oak_trapdoor""},{""item"":""minecraft:dark_oak_sign""},{""item"":""minecraft:dark_oak_hanging_sign""},{""item"":""minecraft:dark_oak_fence""},{""item"":""minecraft:dark_oak_fence_gate""},{""item"":""minecraft:dark_oak_pressure_plate""},{""item"":""minecraft:dark_oak_button""},{""item"":""minecraft:dark_oak_boat""},{""item"":""farmersdelight:dark_oak_cabinet""}]}","","原料"
"farmersdelight:salvaging/dark_oak_furniture","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_dig""}","","工具"
"farmersdelight:salvaging/dark_oak_furniture","3","#minecraft:axes","","工具"
"spawn:shell_fragments","1","蚌 <spawn:clam>","","原料"
"spawn:rotten_planks","1","#spawn:rotten_logs","","原料"
"kaleidoscope_cookery:end_style_sashimi","1","紫颂果 <minecraft:chorus_fruit>","","原料"
"kaleidoscope_cookery:end_style_sashimi","2","紫颂果 <minecraft:chorus_fruit>","","原料"
"kaleidoscope_cookery:end_style_sashimi","3","紫颂果 <minecraft:chorus_fruit>","","原料"
"kaleidoscope_cookery:end_style_sashimi","4","刺身 <kaleidoscope_cookery:sashimi>","","原料"
"kaleidoscope_cookery:end_style_sashimi","5","刺身 <kaleidoscope_cookery:sashimi>","","原料"
"kaleidoscope_cookery:end_style_sashimi","6","刺身 <kaleidoscope_cookery:sashimi>","","原料"
"kaleidoscope_cookery:end_style_sashimi","7","刺身 <kaleidoscope_cookery:sashimi>","","原料"
"kaleidoscope_cookery:end_style_sashimi","8","碗 <minecraft:bowl>","","原料"
"kaleidoscope_cookery:flex_stockpot/red_mushroom_pot_soup","1","红色蘑菇 <minecraft:red_mushroom>","","原料"
"kaleidoscope_cookery:flex_stockpot/red_mushroom_pot_soup","2","花盆 <minecraft:flower_pot>","","容器/载体"
"farmersdelight:iron_nugget_from_smelting_knife","1","铁刀 <farmersdelight:iron_knife>","","原料"
"kaleidoscope_cookery:millstone/quartz_from_quartz_pillar","1","石英柱 <minecraft:quartz_pillar>","","原料"
"spawn:cutting/bluefish","1","扁鲹 <spawn:bluefish>","","原料"
"spawn:cutting/bluefish","2","#c:tools/knife","","工具"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_3","1","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_3","2","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_3","3","海带 <minecraft:kelp>","","原料"
"farmersdelight:bacon_sandwich","1","#c:foods/bread","","原料"
"farmersdelight:bacon_sandwich","2","#c:foods/cooked_bacon","","原料"
"farmersdelight:bacon_sandwich","3","#c:foods/leafy_green","","原料"
"farmersdelight:bacon_sandwich","4","#c:crops/tomato","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_4","1","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_4","2","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_4","3","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_4","4","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_5","1","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_5","2","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_5","3","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_5","4","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_5","5","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_6","1","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_6","2","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_6","3","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_6","4","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_6","5","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_6","6","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_7","1","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_7","2","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_7","3","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_7","4","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_7","5","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_7","6","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_7","7","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_8","1","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_8","2","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_8","3","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_8","4","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_8","5","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_8","6","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_8","7","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_8","8","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_9","1","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_9","2","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_9","3","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_9","4","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_9","5","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_9","6","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_9","7","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_9","8","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_9","9","海带 <minecraft:kelp>","","原料"
"spawn:smooth_blasted_sandstone","1","荒砂岩 <spawn:blasted_sandstone>","","原料"
"farmersdelight:cyan_canvas_sign","1","#farmersdelight:canvas_signs","","原料"
"farmersdelight:cyan_canvas_sign","2","#c:dyes/cyan","","原料"
"farmersdelight:gold_nugget_from_blasting_knife","1","金刀 <farmersdelight:golden_knife>","","原料"
"farmersdelight:gleaming_salad_block","1","发光浆果 <minecraft:glow_berries>","","原料"
"farmersdelight:gleaming_salad_block","2","蜂蜜瓶 <minecraft:honey_bottle>","","原料"
"farmersdelight:gleaming_salad_block","3","发光浆果 <minecraft:glow_berries>","","原料"
"farmersdelight:gleaming_salad_block","4","#c:crops/tomato","","原料"
"farmersdelight:gleaming_salad_block","5","金胡萝卜 <minecraft:golden_carrot>","","原料"
"farmersdelight:gleaming_salad_block","6","#c:crops/beetroot","","原料"
"farmersdelight:gleaming_salad_block","7","卷心菜 <farmersdelight:cabbage>","","原料"
"farmersdelight:gleaming_salad_block","8","碗 <minecraft:bowl>","","原料"
"farmersdelight:gleaming_salad_block","9","卷心菜 <farmersdelight:cabbage>","","原料"
"spawn:roasted_sunflower_seeds","1","向日葵种子 <spawn:sunflower_seeds>","","原料"
"farmersdelight:cutting/mangrove_wood","1","红树木 <minecraft:mangrove_wood>","","原料"
"farmersdelight:cutting/mangrove_wood","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"farmersdelight:cutting/mangrove_wood","3","#minecraft:axes","","工具"
"kaleidoscope_cookery:flex_pot/frost_lamb_chop","1","蓝冰 <minecraft:blue_ice>","","原料"
"kaleidoscope_cookery:flex_pot/frost_lamb_chop","2","#c:foods/raw_mutton","","原料"
"kaleidoscope_cookery:flex_pot/frost_lamb_chop","3","碗 <minecraft:bowl>","","容器/载体"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_1","1","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_2","1","海带 <minecraft:kelp>","","原料"
"kaleidoscope_cookery:pot/kelp_to_dried_kelp_2","2","海带 <minecraft:kelp>","","原料"
"spawn:reefstone_slab_from_reefstone_stonecutting","1","礁石 <spawn:reefstone>","","原料"
"spawn:roasted_sunflower_seeds_from_campfire_cooking","1","向日葵种子 <spawn:sunflower_seeds>","","原料"
"farmersdelight:cutting/wild_beetroots","1","海甜菜 <farmersdelight:wild_beetroots>","","原料"
"farmersdelight:cutting/wild_beetroots","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/wild_beetroots","3","#c:tools/knife","","工具"
"kaleidoscope_cookery:flex_pot/spicy_rabbit_head","1","生兔肉 <minecraft:rabbit>","","原料"
"kaleidoscope_cookery:flex_pot/spicy_rabbit_head","2","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:flex_pot/spicy_rabbit_head","3","碗 <minecraft:bowl>","","容器/载体"
"farmersdelight:cooking/hot_cocoa","1","#c:drinks/milk","","原料"
"farmersdelight:cooking/hot_cocoa","2","糖 <minecraft:sugar>","","原料"
"farmersdelight:cooking/hot_cocoa","3","可可豆 <minecraft:cocoa_beans>","","原料"
"farmersdelight:cooking/hot_cocoa","4","可可豆 <minecraft:cocoa_beans>","","原料"
"kaleidoscope_cookery:flex_pot/donkey_burger","1","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:flex_pot/donkey_burger","2","#c:dough","","原料"
"kaleidoscope_cookery:flex_pot/donkey_burger","3","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"farmersdelight:cooking/noodle_soup","1","#c:foods/pasta","","原料"
"farmersdelight:cooking/noodle_soup","2","#c:eggs","","原料"
"farmersdelight:cooking/noodle_soup","3","干海带 <minecraft:dried_kelp>","","原料"
"farmersdelight:cooking/noodle_soup","4","#c:foods/raw_pork","","原料"
"kaleidoscope_cookery:pot/oil_splashed_fish","1","#c:raw_fishes","","原料"
"kaleidoscope_cookery:pot/oil_splashed_fish","2","#c:raw_fishes","","原料"
"kaleidoscope_cookery:pot/oil_splashed_fish","3","#c:raw_fishes","","原料"
"kaleidoscope_cookery:pot/oil_splashed_fish","4","#c:raw_fishes","","原料"
"kaleidoscope_cookery:pot/oil_splashed_fish","5","#c:raw_fishes","","原料"
"kaleidoscope_cookery:pot/oil_splashed_fish","6","#c:raw_fishes","","原料"
"kaleidoscope_cookery:pot/oil_splashed_fish","7","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:pot/oil_splashed_fish","8","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:pot/oil_splashed_fish","9","碗 <minecraft:bowl>","","容器/载体"
"farmersdelight:salvaging/hopper_minecart","1","漏斗矿车 <minecraft:hopper_minecart>","","原料"
"farmersdelight:salvaging/hopper_minecart","2","{""type"":""farmersdelight:item_ability"",""action"":""hoe_dig""}","","工具"
"farmersdelight:salvaging/hopper_minecart","3","#minecraft:hoes","","工具"
"farmersdelight:cutting/tag_dough","1","#c:foods/dough","","原料"
"farmersdelight:cutting/tag_dough","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/tag_dough","3","#c:tools/knife","","工具"
"kaleidoscope_cookery:stockpot/numbing_spicy_chicken","1","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:stockpot/numbing_spicy_chicken","2","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:stockpot/numbing_spicy_chicken","3","#c:foods/raw_chicken","","原料"
"kaleidoscope_cookery:stockpot/numbing_spicy_chicken","4","#c:foods/raw_chicken","","原料"
"kaleidoscope_cookery:stockpot/numbing_spicy_chicken","5","#c:foods/raw_chicken","","原料"
"farmersdelight:cutting/mutton","1","生羊肉 <minecraft:mutton>","","原料"
"farmersdelight:cutting/mutton","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/mutton","3","#c:tools/knife","","工具"
"spawn:tuna_roll","1","金枪鱼片 <spawn:tuna_slice>","","原料"
"spawn:tuna_roll","2","干海带 <minecraft:dried_kelp>","","原料"
"spawn:tuna_roll","3","米饭 <farmersdelight:cooked_rice>","","原料"
"spawn:cooked_herring_from_campfire_cooking","1","鲱鱼 <spawn:herring>","","原料"
"farmersdelight:onion","1","箱装洋葱 <farmersdelight:onion_crate>","","原料"
"farmersdelight:cooking/stuffed_pumpkin_block","1","#c:crops/rice","","原料"
"farmersdelight:cooking/stuffed_pumpkin_block","2","#c:crops/onion","","原料"
"farmersdelight:cooking/stuffed_pumpkin_block","3","棕色蘑菇 <minecraft:brown_mushroom>","","原料"
"farmersdelight:cooking/stuffed_pumpkin_block","4","#c:crops/potato","","原料"
"farmersdelight:cooking/stuffed_pumpkin_block","5","#c:foods/berry","","原料"
"farmersdelight:cooking/stuffed_pumpkin_block","6","{""type"":""neoforge:difference"",""base"":{""tag"":""c:foods/vegetable""},""subtracted"":{""item"":""minecraft:melon_slice""}}","","原料"
"spawn:cooked_herring_slice","1","鲱鱼片 <spawn:herring_slice>","","原料"
"farmersdelight:cooking/mushroom_stew","1","棕色蘑菇 <minecraft:brown_mushroom>","","原料"
"farmersdelight:cooking/mushroom_stew","2","红色蘑菇 <minecraft:red_mushroom>","","原料"
"spawn:reefstone_tile_stairs_from_reefstone_tiles_stonecutting","1","礁石瓦 <spawn:reefstone_tiles>","","原料"
"kaleidoscope_cookery:teapot/flower_tea","1","#minecraft:small_flowers","","原料"
"kaleidoscope_cookery:millstone/string_from_pink_wool","1","粉红色羊毛 <minecraft:pink_wool>","","原料"
"farmersdelight:pot/add/beef_patty","1","牛肉馅 <farmersdelight:minced_beef>","","原料"
"farmersdelight:white_hanging_canvas_sign","1","#farmersdelight:hanging_canvas_signs","","原料"
"farmersdelight:white_hanging_canvas_sign","2","#c:dyes/white","","原料"
"kaleidoscope_cookery:millstone/string_from_magenta_wool","1","品红色羊毛 <minecraft:magenta_wool>","","原料"
"kaleidoscope_cookery:flex_pot/stir_fried_pork_with_peppers","1","#c:foods/raw_pork","","原料"
"kaleidoscope_cookery:flex_pot/stir_fried_pork_with_peppers","2","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:flex_pot/stir_fried_pork_with_peppers","3","碗 <minecraft:bowl>","","容器/载体"
"farmersdelight:integration/create/milling/wild_cabbages","1","野生卷心菜 <farmersdelight:wild_cabbages>","","原料"
"kaleidoscope_cookery:pot/blaze_lamb_chop","1","烈焰粉 <minecraft:blaze_powder>","","原料"
"kaleidoscope_cookery:pot/blaze_lamb_chop","2","烈焰粉 <minecraft:blaze_powder>","","原料"
"kaleidoscope_cookery:pot/blaze_lamb_chop","3","烈焰粉 <minecraft:blaze_powder>","","原料"
"kaleidoscope_cookery:pot/blaze_lamb_chop","4","#c:foods/raw_mutton","","原料"
"kaleidoscope_cookery:pot/blaze_lamb_chop","5","#c:foods/raw_mutton","","原料"
"kaleidoscope_cookery:pot/blaze_lamb_chop","6","#c:foods/raw_mutton","","原料"
"kaleidoscope_cookery:pot/blaze_lamb_chop","7","碗 <minecraft:bowl>","","容器/载体"
"farmersdelight:wheat_dough_from_water","1","屏障 <minecraft:barrier>","","原料"
"kaleidoscope_cookery:millstone/oil_from_seeds","1","#c:seeds","","原料"
"spawn:clam_chowder_fd","1","碗 <minecraft:bowl>","","原料"
"spawn:clam_chowder_fd","2","熟蚌肉 <spawn:cooked_clam>","","原料"
"spawn:clam_chowder_fd","3","马铃薯 <minecraft:potato>","","原料"
"spawn:clam_chowder_fd","4","马铃薯 <minecraft:potato>","","原料"
"spawn:clam_chowder_fd","5","奶瓶 <farmersdelight:milk_bottle>","","原料"
"farmersdelight:cooking/glow_berry_custard","1","发光浆果 <minecraft:glow_berries>","","原料"
"farmersdelight:cooking/glow_berry_custard","2","#c:drinks/milk","","原料"
"farmersdelight:cooking/glow_berry_custard","3","#c:eggs","","原料"
"farmersdelight:cooking/glow_berry_custard","4","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:millstone/polished_andesite_from_andesite","1","安山岩 <minecraft:andesite>","","原料"
"farmersdelight:cutting/chocolate_pie","1","巧克力派 <farmersdelight:chocolate_pie>","","原料"
"farmersdelight:cutting/chocolate_pie","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/chocolate_pie","3","#c:tools/knife","","工具"
"farmersdelight:green_hanging_canvas_sign","1","#farmersdelight:hanging_canvas_signs","","原料"
"farmersdelight:green_hanging_canvas_sign","2","#c:dyes/green","","原料"
"farmersdelight:horse_feed","1","干草捆 <minecraft:hay_block> / 稻穗捆 <farmersdelight:rice_bale>","","原料"
"farmersdelight:horse_feed","2","苹果 <minecraft:apple>","","原料"
"farmersdelight:horse_feed","3","苹果 <minecraft:apple>","","原料"
"farmersdelight:horse_feed","4","金胡萝卜 <minecraft:golden_carrot>","","原料"
"kaleidoscope_cookery:millstone/string_from_cyan_wool","1","青色羊毛 <minecraft:cyan_wool>","","原料"
"farmersdelight:cutting/pink_tulip","1","粉红色郁金香 <minecraft:pink_tulip>","","原料"
"farmersdelight:cutting/pink_tulip","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/pink_tulip","3","#c:tools/knife","","工具"
"kaleidoscope_cookery:millstone/polished_blackstone_from_blackstone","1","黑石 <minecraft:blackstone>","","原料"
"kaleidoscope_cookery:millstone/quartz_from_smooth_quartz","1","平滑石英块 <minecraft:smooth_quartz>","","原料"
"farmersdelight:cutting/acacia_wood","1","金合欢木 <minecraft:acacia_wood>","","原料"
"farmersdelight:cutting/acacia_wood","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"farmersdelight:cutting/acacia_wood","3","#minecraft:axes","","工具"
"spawn:cooked_tuna_chunk_from_campfire_cooking","1","金枪鱼块 <spawn:tuna_chunk>","","原料"
"spawn:reefstone_tile_wall_from_reefstone_stonecutting","1","礁石 <spawn:reefstone>","","原料"
"farmersdelight:cooking/beef_stew","1","#c:foods/raw_beef","","原料"
"farmersdelight:cooking/beef_stew","2","#c:crops/carrot","","原料"
"farmersdelight:cooking/beef_stew","3","#c:crops/potato","","原料"
"farmersdelight:cutting/dandelion","1","蒲公英 <minecraft:dandelion>","","原料"
"farmersdelight:cutting/dandelion","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/dandelion","3","#c:tools/knife","","工具"
"kaleidoscope_cookery:chopping_board/raw_lamb_chops","1","生羊肉 <minecraft:mutton>","","原料"
"kaleidoscope_cookery:chopping_board/raw_noodles_from_raw_dough","1","#c:dough","","原料"
"farmersdelight:rope_from_safety_net","1","安全网 <farmersdelight:safety_net>","","原料"
"farmersdelight:cooked_mutton_chops_from_campfire_cooking","1","生羊排 <farmersdelight:mutton_chops>","","原料"
